# ----------------------------------------
# Pageviews
# Account: NIRAS websites
# Property: NIRAS.dk GA4
# ----------------------------------------
# 
# All Users
# Start date: 20240921
# End date: 20250921
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Engagement rate
/sektorer/data-digitalisering/fremtidens-byer-er-smart-cities-men-hvad-er-smart-city-egentlig/,687,494,1.3906882591093117,75.91295546558705,2464,0.49222065063649223
/sektorer/foedevarer/,684,464,1.4741379310344827,40.99568965517241,1631,0.8693379790940766
/sektorer/byggeri/bygherreraadgivning/,656,440,1.490909090909091,46.49318181818182,1886,0.7819672131147541
/sektorer/miljoe/miljoevurdering-og-miljoekonsekvensvurdering-vvm/,653,481,1.3575883575883576,43.91476091476091,2027,0.6749633967789166
/sektorer/vand/drikkevand/,643,283,2.2720848056537104,81.02120141342756,1634,0.7715930902111324
/kontorer/danmark/koebenhavn/,637,513,1.2417153996101364,20.88888888888889,1773,0.8012820512820513
/arrangementer/undersoegelsesomraader-for-terraennaert-grundvand/,626,346,1.8092485549132948,50.15895953757225,1590,0.7352941176470589
/sektorer/havne-kyster/,625,413,1.513317191283293,41.32203389830509,1470,0.8859315589353612
/nyheder/niras-er-med-paa-holdet-der-skal-lave-planen-for-pier-3-i-aarhus/,621,498,1.2469879518072289,34.15261044176707,2147,0.6505190311418685
/nyheder/lego-koncernen-tager-foerste-spadestik-paa-innovation-campus-nyt-hjem-for-produktdesignere/,612,394,1.5532994923857868,51.03807106598985,1810,0.6723809523809524
/arrangementer/vand-vaekst/,601,257,2.3385214007782102,70.94941634241245,1500,0.6300211416490487
/sektorer/byggeri/brandraadgivning/,590,432,1.3657407407407407,53.011574074074076,1971,0.7040133779264214
/projekter/nykredit-og-ap-pensions-nye-kontorfaellesskab-i-koebenhavn/,584,457,1.2778993435448578,37.31509846827134,1994,0.583044982698962
/projekter/nyt-domicil-til-norlys-i-aalborg/,584,455,1.2835164835164836,32.716483516483514,2036,0.5474956822107081
/projekter/ny-broendtype-hos-broenderslev-forsyning/,582,304,1.9144736842105263,80.28947368421052,1414,0.7766990291262136
/sektorer/pharma-life-science/niras-life-science-academy/,573,337,1.7002967359050445,37.04154302670623,1712,0.825503355704698
/karriere/here-we-grow/,570,383,1.4882506527415145,65.29242819843343,1452,0.9047619047619048
/sektorer/miljoe/natur-biodiversitet-og-vandkvalitet/,568,405,1.4024691358024692,52.91111111111111,1568,0.7765567765567766
/arrangementer/miljoedata-for-soeer-og-vandloeb/,565,274,2.062043795620438,45.62043795620438,1260,0.8446866485013624
/biodiversitet/,552,338,1.6331360946745561,64.83431952662721,1428,0.688588007736944
/arrangementer/gennemfoerelse-af-akutplan-for-bnbo-webinar6/,548,255,2.149019607843137,58.44313725490196,1337,0.7804232804232805
/arrangementer/lys-og-natur-et-gratis-webinar-om-lyspaavirkning-i-det-naturlige-miljoe/,546,348,1.5689655172413792,43.48850574712644,1627,0.6489795918367347
/arrangementer/gratis-webinar-hoer-om-det-nye-pfas-center-i-danmark/,538,408,1.3186274509803921,34.56372549019608,1681,0.6819047619047619
/arrangementer/gratis-webinar-kommuner-solceller-og-eu-direktiv/,528,316,1.6708860759493671,48.49683544303797,1451,0.7714285714285715
/karriere/karriere-i-miljoe/,527,413,1.2760290556900726,21.297820823244553,1192,0.8831417624521073
/arrangementer/pfas-webinar-om-grundvand-og-drikkevand/,514,354,1.4519774011299436,39.63841807909605,1443,0.7181628392484343
/om-niras/niras-alectia-fonden/,508,334,1.5209580838323353,53.65868263473054,1614,0.7693877551020408
/arrangementer/webinar-pfas-nyt-fra-usa/,502,376,1.3351063829787233,48.92553191489362,1538,0.7627118644067796
/projekter/totalraadgivning-af-ny-jernbane-over-vestfyn/,499,384,1.2994791666666667,59.138020833333336,1636,0.5862068965517241
/om-niras/bestyrelsen/,486,379,1.2823218997361479,30.796833773087073,1219,0.8290598290598291
/sektorer/byggeri/baeredygtigt-byggeri/,484,305,1.5868852459016394,31.340983606557376,1067,0.8992248062015504
/kontorer/danmark/odense/,482,371,1.2991913746630728,24.881401617250674,1521,0.8536036036036037
/om-niras/presse/,463,238,1.9453781512605042,49.26890756302521,1456,0.7404063205417607
/arrangementer/designvaerksted-om-fremtidens-byggesagsbehandling/,462,247,1.8704453441295548,76.37246963562752,1422,0.6078431372549019
/nyheder/alectia-og-niras-fusionerer/,450,386,1.16580310880829,24.16062176165803,1648,0.7074829931972789
/sektorer/vand/klimatilpasning/,442,283,1.5618374558303887,38.67491166077738,1174,0.8387909319899244
/ufd/valgobservationsmissioner/,435,292,1.4897260273972603,86.9417808219178,1509,0.7073170731707317
/arrangementer/grundvandsbeskyttelse-og-groen-trepart-webinar2/,424,251,1.6892430278884463,59.11155378486056,1041,0.8529411764705882
/nyheder/danmarks-stoerste-havvindmoellepark-faar-groent-lys/,421,270,1.5592592592592593,57.525925925925925,1165,0.6434540389972145
/arrangementer/gennemfoerelse-af-akutplan-for-bnbo-webinar-5/,417,234,1.7820512820512822,65.03846153846153,1031,0.8802816901408451
/karriere/karriere-i-vand/,416,319,1.3040752351097178,24.61755485893417,972,0.8975
/arrangementer/power-to-x-i-kommunerne-hvordan-prioriteres-de-kommunale-arealer-bedst/,412,208,1.9807692307692308,42.00961538461539,955,0.7896678966789668
/indsigt/br25-udfordrer-balancen-mellem-klima-og-andre-krav/,410,301,1.3621262458471761,56,1305,0.7047353760445683
/medarbejdere,407,15,27.133333333333333,233,449,1
/projekter/power-to-x-vi-har-kortlagt-det-glemte-vand-for-miljoestyrelsen/,405,224,1.8080357142857142,85.47767857142857,1271,0.6151960784313726
/karriere/uopfordret-ansoegning/,403,292,1.38013698630137,18.44178082191781,1102,0.7395577395577395
/projekter/aarhus-bss/,402,343,1.1720116618075802,47.667638483965014,1399,0.6463414634146342
/sektorer/pharma-life-science/pharma-og-life-science-kurser/,401,274,1.4635036496350364,56.762773722627735,1344,0.8615384615384616
/arrangementer/genbesoeg-af-vandomraadeplanerne-2021-2027/,400,294,1.3605442176870748,40.683673469387756,1200,0.6073298429319371
/sektorer/vand/vandloeb-og-soeer/,395,254,1.5551181102362204,41.99212598425197,1020,0.8257142857142857
/projekter/genbrug-af-skyllevand-beskytter-og-bevarer-drikkevandsressourcer-paa-lolland/,394,195,2.0205128205128204,78.26153846153846,930,0.7752808988764045
/projekter/lego-innovation-campus-et-byggeri-med-kreativitet-og-samarbejde-i-hoejsaedet/,393,273,1.4395604395604396,47.24542124542125,1076,0.4851190476190476
/innovationspartnerskab-teknisk-vand/,392,204,1.9215686274509804,63.529411764705884,1208,0.6646706586826348
/sektorer/byggeri/design-og-projektering/,390,239,1.6317991631799162,33.18410041841004,917,0.8795986622073578
/projekter/nyt-lalandia-i-soendervig/,388,329,1.1793313069908815,31.896656534954406,1334,0.5796344647519582
/holistisk-administrationspraksis-for-vandhaandtering/,386,180,2.1444444444444444,62.49444444444445,946,0.7485549132947977
/karriere/karriere-i-infrastruktur/,377,285,1.3228070175438595,25.92982456140351,901,0.8956043956043956
/sektorer/byggeri/boligbyggeri/,376,288,1.3055555555555556,29.131944444444443,844,0.9156626506024096
/arrangementer,375,156,2.4038461538461537,49.82692307692308,837,0.9027237354085603
/arrangementer/risikovurdering-af-pfas-i-jord/,368,267,1.3782771535580525,36.79026217228464,1145,0.6768802228412256
/arrangementer/temamoede-om-stoejhensyn-i-forbindelse-med-planlaegning/,363,173,2.098265895953757,102.91907514450867,1109,0.4899135446685879
/nyheder/niras-vinder-national-rammeaftale-med-forsvarsministeriets-ejendomsstyrelse/,361,229,1.5764192139737991,44.890829694323145,1009,0.6231454005934718
/kontorer/danmark/soenderborg/,359,242,1.4834710743801653,44.239669421487605,1040,0.7647058823529411
/nyheder/klimasikring-byudvikling-og-groenbroget-tudse-en-umage-treenighed-paa-lynetteholm-baner-vej-for-ny-tilgang-til-naturbeskyttelse/,355,163,2.1779141104294477,110.31901840490798,898,0.594059405940594
/arrangementer/vandrammedirektivet-og-miljoevurdering-af-planer/,350,217,1.6129032258064515,35.65898617511521,923,0.8308157099697885
/karriere/personaleforeninger/,348,264,1.3181818181818181,47.503787878787875,874,0.8978328173374613
/sektorer/data-digitalisering/3d-bymodeller/,344,237,1.4514767932489452,36.10548523206751,1070,0.7475409836065574
/nyheder/aarsresultat-2024/,343,245,1.4,73.57142857142857,788,0.852760736196319
/sektorer/miljoe/jord-og-grundvandsforurening/,343,255,1.3450980392156864,52.3921568627451,952,0.7818181818181819
/sektorer/miljoe/edna/,341,230,1.482608695652174,41.995652173913044,1101,0.637223974763407
/projekter/saerlig-lokation-saerlig-raadgivning-den-nye-nuuk-lufthavn-er-resultatet-af-en-tvaerfaglig-holdindsats/,334,225,1.4844444444444445,67.99555555555555,910,0.78125
/arrangementer/gratis-webinar-saadan-paavirker-lys-vores-hverdag-og-teknologi/,328,228,1.4385964912280702,30.986842105263158,911,0.5631067961165048
/den-sociale-pyramide/,328,115,2.8521739130434782,42.095652173913045,895,0.5627376425855514
/projekter/ny-klimatilpasningsplan-for-aarhus-kommune/,325,192,1.6927083333333333,47.645833333333336,843,0.68359375
/karriere/karriere-i-data-digitalisering/,321,259,1.2393822393822393,22.28185328185328,740,0.9169435215946844
/sektorer/miljoe/miljoe-og-klimaaftryk-livscyklusvurdering-miljoevaredeklaration-og-klimaregnskab/,313,149,2.1006711409395975,76.91275167785236,826,0.7657342657342657
/indsigt/hvordan-paavirker-bygge-og-anlaegsprojekter-flagermus-og-hvorfor-er-det-vigtigt/,308,216,1.4259259259259258,66.32407407407408,993,0.5436893203883495
/sektorer/data-digitalisering/software-services/best/,308,159,1.9371069182389937,70.16981132075472,1016,0.6556291390728477
/nyheder/aarsresultat-2023/,305,241,1.2655601659751037,54.20331950207469,959,0.676923076923077
/sektorer/byggeri/baeredygtigt-byggeri/certificering-dgnb-leed-breeam/,305,220,1.3863636363636365,44.35909090909091,936,0.6812080536912751
/arrangementer/bilag-iv-arter-og-miljoevurdering-af-projekter-herunder-ve-projekter/,301,207,1.4541062801932367,36.966183574879224,803,0.7455830388692579
/indsigt/samfundsoekonomiske-analyser-af-klimatilpasning-ved-hyppigere-skybrud/,300,167,1.7964071856287425,80.87425149700599,802,0.4883720930232558
/sektorer/havne-kyster/kystbeskyttelse-og-oversvoemmelsessikring/,299,200,1.495,54.78,898,0.7972027972027972
/karriere/karriere-i-planlaegning-og-mobilitet/,294,233,1.261802575107296,25.94420600858369,762,0.8850174216027874
/nyhedsbrev/,294,97,3.0309278350515463,73.91752577319588,813,0.7873134328358209
/sektorer/byggeri/design-og-projektering/sikring-og-sikkerhed/,292,149,1.9597315436241611,58.02684563758389,824,0.7071129707112971
/projekter/nyt-forskningsprojekt-vil-finde-balancen-mellem-udbygning-af-vedvarende-energi-og-et-attraktivt-lokalmiljoe/,289,182,1.5879120879120878,73.94505494505495,889,0.4563758389261745
/indsigt/kabalen-om-danmarks-landskab-er-i-gang/,287,143,2.006993006993007,99.26573426573427,691,0.6732673267326733
/projekter/lego-innovation-campus/,286,221,1.2941176470588236,54.09049773755656,830,0.6062717770034843
/karriere/karriere-i-global-business-support/,282,176,1.6022727272727273,26.1875,662,0.8954545454545455
/karriere/karriere-i-pharma-og-life-science/,282,232,1.2155172413793103,20.271551724137932,638,0.8791208791208791
/kontorer/danmark/naestved/,281,195,1.441025641025641,19.21025641025641,891,0.8135593220338984
/preboarding/,280,159,1.7610062893081762,30.050314465408807,929,0.6875
/kontorer/danmark/kolding/,279,215,1.2976744186046512,20.590697674418603,787,0.83203125
/indsigt/lov-om-terraennaert-grundvand-loeser-ikke-alle-problemer/,276,173,1.5953757225433527,98.34104046242774,800,0.6708333333333333
/sektorer/byggeri/energi-og-indeklima/,272,192,1.4166666666666667,54.739583333333336,718,0.8127490039840638
/sektorer/vand/grundvand/,272,197,1.380710659898477,46.96954314720812,691,0.8371212121212122
/projekter/thor-offshore-vindmoellepark/,269,208,1.2932692307692308,47.39903846153846,865,0.6744186046511628
/projekter/rigshospitalet-bygger-verdens-bedste-boernehospital/,262,213,1.2300469483568075,36.690140845070424,888,0.56
/projekter/vikingeskibene-i-roskilde-faar-et-nyt-og-ambitioest-hjem-i-trae/,262,162,1.617283950617284,63.870370370370374,624,0.8284313725490197
/arrangementer/forundersoegelser-til-soerestaurering/,260,119,2.1848739495798317,41.48739495798319,591,0.7670454545454546
/sektorer/miljoe/forurening-med-pfas-eller-pesticider/,260,195,1.3333333333333333,51.2,687,0.7875
/privacy-policy/,255,191,1.3350785340314135,18.45026178010471,824,0.3992248062015504
/kontorer/danmark/esbjerg/,254,185,1.372972972972973,25.64864864864865,783,0.8441558441558441
/kontorer/danmark/holstebro/,254,187,1.358288770053476,33.50802139037433,791,0.8214285714285714
/nyheder/akson-business-tower-rejser-sig-paa-sydhavnen/,253,203,1.2463054187192117,35.0935960591133,777,0.6694214876033058
/sektorer/planlaegning-mobilitet/byplanlaegning/,252,203,1.2413793103448276,38.251231527093594,722,0.7791666666666667
/arrangementer/seminar-bliv-klogere-paa-forholdet-mellem-miljoevurderingsloven-vandramme-og-habitatdirektivet-2026/,250,142,1.7605633802816902,54.50704225352113,625,0.6926229508196722
/om-niras/niras-fonden/,247,162,1.5246913580246915,52.648148148148145,777,0.7420814479638009
/karriere/accelerer-din-karriere/skandinavisk-graduateprogram/,246,178,1.3820224719101124,41.26966292134831,662,0.7478991596638656
/projekter/hofor-bygger-hybridbyggeri-paa-genbrugt-fundament/,244,164,1.4878048780487805,52.676829268292686,614,0.7142857142857143
/sektorer/vand/renseanlaeg-og-ressourceanlaeg/,241,172,1.4011627906976745,45.28488372093023,652,0.8125
/arrangementer/temadag-digitale-3d-bymodeller-i-fokus/,239,85,2.8117647058823527,86.82352941176471,661,0.6063348416289592
/nyheder/heineken-i-nzp/,239,180,1.3277777777777777,37.172222222222224,603,0.7807017543859649
/sektorer/data-digitalisering/software-services/,236,130,1.8153846153846154,41.33846153846154,533,0.898989898989899
/sektorer/,235,161,1.4596273291925466,16.17391304347826,658,0.8770053475935828
/sektorer/byggeri/kontor-og-erhvervsbyggeri/,234,181,1.292817679558011,32.651933701657455,585,0.85
/sektorer/data-digitalisering/webgis-kortinfo/kollecto/,234,105,2.2285714285714286,41.904761904761905,637,0.6081081081081081
/karriere/studerende/specialesamarbejde/,233,154,1.5129870129870129,46.74025974025974,646,0.8712871287128713
/projekter/grundvandsmodel-kortlaegger-det-terraennaere-grundvand-i-byomraade-i-aarhus/,233,96,2.4270833333333335,75.46875,531,0.6720430107526881
/projekter/fremtidens-miljoevurderinger-er-digitale/,232,140,1.6571428571428573,59.6,559,0.7541899441340782
/sektorer/data-digitalisering/droner/,229,151,1.5165562913907285,65.41059602649007,705,0.6891891891891891
/sektorer/miljoe/geoprobe/,229,150,1.5266666666666666,61.84,723,0.6226415094339622
/sektorer/pharma-life-science/medicinsk-cannabis/,228,173,1.3179190751445087,43.89017341040462,811,0.6585365853658537
/projekter/nye-vanddisponeringsplaner-forbedrer-kommuneplanrammerne-i-aalborg/,227,115,1.9739130434782608,65.86086956521739,555,0.6507936507936508
/sektorer/pharma-life-science/good-manufacturing-practice-gmp-cgmp/,227,163,1.392638036809816,44.079754601226995,575,0.7922705314009661
/arrangementer/genbrug-af-skyllevand-paa-vandvaerker-hvornaar-og-hvordan/,226,133,1.699248120300752,52.46616541353384,581,0.7543859649122807
/csrd-baeredygtighedsrapportering/,224,157,1.4267515923566878,63.47133757961783,654,0.7368421052631579
/sektorer/byggeri/bim-vdc-og-ikt-ledelse/,223,158,1.4113924050632911,43.18354430379747,573,0.839572192513369
/sektorer/infrastruktur/geoteknik/,222,177,1.2542372881355932,55.954802259887,728,0.7434782608695653
/indsigt/saadan-lever-du-op-til-kravene-i-klimaalliancen/,220,118,1.8644067796610169,111.72033898305085,709,0.5387755102040817
/arrangementer/derfor-er-asset-management-guld-vaerd-for-vandforsyninger/,218,120,1.8166666666666667,60.641666666666666,549,0.8
/sektorer/miljoe/forurening-med-pfas-eller-pesticider/pfas-pfos-videnscenter/,218,116,1.8793103448275863,44.56896551724138,594,0.8275862068965517
/sektorer/byggeri/teknisk-due-diligence/,217,159,1.3647798742138364,47.704402515723274,582,0.7877358490566038
/sektorer/data-digitalisering/raadgivning-om-gis-og-geodata/,217,168,1.2916666666666667,33.20238095238095,684,0.7075471698113207
/nyheder/mest-muligt-af-materialerne-skal-genbruges-naar-hospitalsbygning-rives-ned/,216,115,1.8782608695652174,59.53913043478261,572,0.6071428571428571
/projekter/ny-genbrugsstation-for-gladsaxe-kommune-er-en-multifaglig-ingenioerlaekkerbisken/,216,184,1.173913043478261,43.04891304347826,766,0.6067961165048543
/nyheder/gron-energi-strategi/,214,167,1.281437125748503,68.33532934131736,496,0.8653846153846154
/projekter/samn-forsyning-reducerer-lattergasemissioner-fra-renseanlaeg/,214,129,1.6589147286821706,40.992248062015506,583,0.4846938775510204
/indsigt/klimatilpasning-af-danmark-vejer-for-lidt-paa-den-politiske-vaegtskaal/,212,89,2.3820224719101124,96.86516853932584,550,0.6894409937888198
/baeredygtighed/baeredygtighedsnetvaerk/,210,167,1.2574850299401197,38.97005988023952,587,0.7692307692307693
/indsigt/der-er-behov-for-ensartet-vandhaandtering-i-kommunerne/,210,108,1.9444444444444444,87.29629629629629,538,0.6586826347305389
/ordbog/udledningstilladelse/,210,164,1.2804878048780488,49.00609756097561,753,0.6454545454545455
/karriere/din-karriere-i-niras/,205,165,1.2424242424242424,43.90909090909091,544,0.8677248677248677
/kontorer/danmark/holbaek/,202,150,1.3466666666666667,25.233333333333334,629,0.8342857142857143
/sektorer/byggeri/byggeledelse-og-arbejdsmiljoekoordinering/,202,160,1.2625,38.18125,583,0.7688442211055276
/sektorer/planlaegning-mobilitet/antropologiske-og-sociologiske-analyser/,201,135,1.488888888888889,44.148148148148145,628,0.6410256410256411
/projekter/fantastiske-lego-campus-i-billund/,199,173,1.1502890173410405,49.30057803468208,525,0.8009950248756219
/kontorer/groenland/,198,150,1.32,35.18666666666667,665,0.7724867724867724
/ordbog/dgnb/,198,150,1.32,41.333333333333336,705,0.5069767441860465
/nyheder/ny-strategi-for-biodiversitet-skal-styrke-rudersdals-naturrigdom/,197,119,1.6554621848739495,82.29411764705883,524,0.7183908045977011
/ordbog/civilingenioer/,197,173,1.138728323699422,42.179190751445084,704,0.565
/sektorer/data-digitalisering/software-services/best-klimatilpasning/,197,147,1.3401360544217686,45.70748299319728,486,0.8155339805825242
/preboarding/niras-myworklife/,196,150,1.3066666666666666,120.59333333333333,444,0.9555555555555556
/eu-taksonomi/,195,141,1.3829787234042554,37.758865248226954,520,0.7969543147208121
/projekter/topsoe-bygger-kaempefabrik-til-produktion-af-elektrolysekomponenter/,195,168,1.1607142857142858,42.464285714285715,673,0.6080402010050251
/sektorer/pharma-life-science/niras-life-science-academy/for-graduates/,195,135,1.4444444444444444,64.12592592592593,490,0.7958115183246073
/projekter/renovering-og-udvidelse-af-den-permanente-badeanstalt-i-aarhus/,194,113,1.7168141592920354,65.51327433628319,473,0.8309859154929577
/sektorer/miljoe/industrimiljoe-og-miljoegodkendelser/,194,131,1.4809160305343512,63.83969465648855,632,0.685
/nyheder/lidls-nye-hovedkontor-faar-dgnb-platin/,193,107,1.8037383177570094,49.73831775700935,480,0.7567567567567568
/sektorer/vand/drikkevand/beregn-dit-bloedgoeringspotentiale-tilmelding/,193,96,2.0104166666666665,40.71875,492,0.6319018404907976
/tak-for-din-tilmelding/,193,85,2.2705882352941176,9.341176470588236,313,0.9134615384615384
/sektorer/infrastruktur/veje/,191,153,1.2483660130718954,27.15032679738562,549,0.8277777777777777
/projekter/ambitioest-og-gennemfoert-traebyggeri-danner-rammerne-for-nyt-autismecenter-i-fredericia/,189,113,1.6725663716814159,46.75221238938053,422,0.7668711656441718
/sektorer/byggeri/baeredygtigt-byggeri/traebyggeri/,189,94,2.0106382978723403,40.255319148936174,468,0.7666666666666667
/sektorer/infrastruktur/jernbaner-metro-og-letbaner/,189,145,1.303448275862069,51.84137931034483,526,0.8666666666666667
/nyheder/niras-aabner-nyt-kontor-i-soenderborg/,188,146,1.2876712328767124,55.60958904109589,507,0.7247191011235955
/sektorer/data-digitalisering/software-services/astra/,188,116,1.6206896551724137,73.80172413793103,639,0.6581632653061225
/indsigt/artsbeskyttelse-kan-forsinke-projekter/,187,123,1.5203252032520325,62.53658536585366,602,0.42786069651741293
/projekter/kaempe-vandvaerker-skal-give-koebenhavnerne-bloedere-drikkevand/,187,110,1.7,43.67272727272727,469,0.547486033519553
/sektorer/planlaegning-mobilitet/landskabsanalyse-lkm/,185,129,1.434108527131783,52.7906976744186,564,0.6276595744680851
/preboarding/kantine-kaffe-og-frugt/,184,147,1.251700680272109,75.74829931972789,416,0.949438202247191
/ufd/kurser/,182,115,1.5826086956521739,40.89565217391304,515,0.8758169934640523
/projekter/en-kosteffektiv-ombygning-af-nakskov-vandvaerk/,180,118,1.5254237288135593,38.58474576271186,461,0.6283783783783784
/sektorer/energi/vind/,180,124,1.4516129032258065,42.79838709677419,464,0.875
/ordbog/livscyklusvurdering-lca/,179,133,1.3458646616541354,28.74436090225564,641,0.543010752688172
/sektorer/byggeri/baeredygtigt-byggeri/livscyklusvurdering-lca/,178,113,1.575221238938053,50.769911504424776,430,0.8220858895705522
/indsigt/naar-naturen-spaender-ben/,177,95,1.8631578947368421,146.73684210526315,452,0.6619718309859155
/compliance/,176,120,1.4666666666666666,21.166666666666668,428,0.9
/karriere/karriere-i-foedevarer/,176,132,1.3333333333333333,21.666666666666668,410,0.8987341772151899
/sektorer/vand/drikkevand/beregn-dit-potentiale-for-trykoptimering/,176,46,3.8260869565217392,120.78260869565217,417,0.7719298245614035
/sektorer/miljoe/badevand/,173,138,1.2536231884057971,31.942028985507246,487,0.7610062893081762
/nyheder/niras-bistaar-i-nyt-kunstnerisk-byrum-i-oerestad/,172,122,1.4098360655737705,49.78688524590164,475,0.6666666666666666
/sektorer/data-digitalisering/software-services/spot-site-placement-optimisation-tool/,172,52,3.3076923076923075,53.86538461538461,475,0.572463768115942
/sektorer/energi/carbon-capture-og-power-to-x/,172,120,1.4333333333333333,65.88333333333334,433,0.8152866242038217
/klimatilpasningsplaner/,171,90,1.9,46.74444444444445,443,0.7653631284916201
